Age,Sex,Weight  in lbs,Height in Inch,IQ,Units of alcohol per day,Cigarettes per day,Marital Status,Additional People in household,Salary,Active,Health Score (high is good)
61,Female,129,65,108,2,0,Cohabiting,1,55395,Very Active,208
76,Female,134,59,95,2,0,Married,3,24779,Very Active,168
48,Female,148,66,87,2,0,Divorced,2,52734,Inactive,105
79,Female,156,68,94,0,0,Single,3,25049,Active,136
23,Male,169,69,94,1,26,Single,3,24989,Inactive,115
25,Female,104,63,99,0,0,Divorced,2,56668,Active,368
34,Female,130,63,105,0,0,Married,1,54854,Inactive,140
31,Male,171,74,90,0,0,Single,0,57214,Inactive,189
18,Female,133,68,90,3,0,Married,1,24850,Active,317
78,Female,128,68,109,0,0,Married,3,24992,Inactive,103
59,Female,144,63,103,1,0,Cohabiting,1,55776,Active,185
64,Female,145,65,92,0,0,Married,4,53400,Inactive,113
18,Female,136,70,99,1,0,Married,2,24971,Active,354
18,Male,176,76,102,0,27,Cohabiting,4,25025,Inactive,120
50,Male,177,74,100,0,0,Single,2,52496,Inactive,110
39,Female,122,66,105,0,11,Married,1,54138,Inactive,143
38,Female,116,64,109,2,0,Married,4,54603,Active,258
32,Female,97,64,101,1,0,Single,3,55214,Inactive,197
46,Male,161,68,97,0,0,Cohabiting,2,56672,Very Active,184
29,Male,133,73,97,1,22,Married,2,53609,Active,165
76,Female,147,70,100,3,0,Married,4,24872,Inactive,116
27,Male,177,72,114,0,0,Cohabiting,1,55138,Very Active,255
55,Female,123,73,105,4,0,Married,4,55520,Inactive,151
49,Female,152,63,98,0,0,Married,1,54713,Inactive,132
48,Male,171,74,101,1,0,Widowed,0,55581,Active,149
24,Female,117,67,92,0,17,Married,4,25137,Inactive,169
37,Female,92,62,99,1,0,Married,3,54595,Inactive,143
19,Female,145,61,101,0,0,Cohabiting,3,25092,Active,345
28,Female,133,71,100,3,0,Single,0,57670,Inactive,152
66,Male,182,72,107,2,0,Single,0,24811,Active,111
43,Male,169,71,94,0,0,Married,1,55132,Inactive,135
57,Male,167,73,103,1,0,Cohabiting,4,55327,Active,132
40,Female,129,64,98,2,11,Cohabiting,2,54342,Inactive,104
55,Male,158,70,89,0,0,Married,3,54065,Very Active,167
68,Female,131,65,105,0,0,Widowed,3,25075,Inactive,111
56,Female,108,63,103,2,0,Married,1,54069,Active,177
49,Female,124,70,102,2,0,Cohabiting,1,56167,Inactive,113
36,Female,160,59,103,0,0,Single,0,56539,Active,234
75,Female,138,66,97,0,0,Married,4,25106,Active,164
25,Female,108,63,99,0,0,Married,1,52509,Active,317
63,Female,117,66,95,1,5,Married,2,55634,Inactive,113
23,Female,154,67,99,0,0,Married,3,24967,Active,297
21,Male,188,69,87,1,0,Married,4,24759,Active,208
33,Male,189,72,105,2,0,Cohabiting,3,53973,Inactive,120
70,Female,116,65,101,2,0,Married,3,25073,Inactive,107
41,Female,135,66,102,1,0,Married,2,53394,Very Active,278
65,Male,169,72,98,1,35,Married,4,54066,Inactive,71
70,Female,120,67,101,0,0,Married,4,25135,Active,180
20,Female,152,65,94,1,4,Cohabiting,2,24935,Active,312
18,Male,179,68,116,1,0,Divorced,0,25061,Inactive,183
37,Female,108,65,98,1,13,Widowed,0,56270,Inactive,143
25,Female,134,62,104,1,0,Single,1,55540,Inactive,233
40,Male,189,73,85,1,0,Cohabiting,2,55839,Very Active,189
49,Male,159,67,108,1,26,Divorced,0,57078,Inactive,77
63,Female,141,66,103,0,33,Divorced,2,54999,Active,118
67,Female,119,67,90,0,0,Married,1,25082,Very Active,210
24,Female,115,60,89,1,0,Widowed,3,24869,Active,330
48,Female,125,62,102,2,0,Cohabiting,1,55684,Active,187
44,Male,171,67,101,1,0,Divorced,0,54054,Very Active,174
20,Male,165,77,99,1,0,Widowed,2,25145,Inactive,207
34,Female,121,65,97,0,0,Married,1,55563,Inactive,185
65,Female,135,68,105,0,26,Cohabiting,4,55015,Inactive,90
29,Female,128,68,108,1,0,Widowed,2,52764,Inactive,198
35,Female,129,65,97,0,0,Married,2,56227,Active,248
34,Female,138,66,101,1,0,Married,4,55059,Inactive,206
61,Female,136,64,95,0,0,Widowed,1,56121,Inactive,119
48,Male,145,69,105,0,0,Single,3,54753,Inactive,115
43,Male,169,69,107,0,0,Married,2,54055,Very Active,191
77,Male,173,74,79,2,0,Widowed,0,25026,Inactive,93
24,Female,106,65,109,3,24,Widowed,3,24982,Active,195
71,Female,116,64,102,2,0,Married,2,24840,Very Active,190
79,Male,173,71,105,1,0,Divorced,1,25123,Active,112
57,Female,129,68,91,2,0,Married,3,55937,Inactive,149
55,Male,187,69,111,0,38,Single,3,55838,Inactive,75
59,Female,127,68,99,0,0,Cohabiting,2,53595,Inactive,102
36,Male,199,69,104,1,19,Cohabiting,4,55154,Inactive,91
36,Female,102,67,102,0,0,Widowed,3,55284,Active,269
34,Male,173,68,94,3,0,Divorced,2,56204,Inactive,138
63,Female,136,67,102,1,0,Single,1,53882,Active,162
49,Female,144,65,99,0,0,Cohabiting,3,53912,Active,192
29,Female,119,67,99,2,0,Single,2,55076,Inactive,155
42,Female,109,67,106,0,28,Cohabiting,1,56249,Inactive,138
59,Female,128,61,101,1,0,Married,1,54162,Active,188
45,Male,198,74,98,1,0,Married,4,56410,Inactive,134
34,Male,182,71,99,0,0,Married,1,55277,Active,202
68,Female,135,63,98,1,12,Married,1,24903,Very Active,170
47,Female,108,68,103,0,5,Single,3,55946,Inactive,175
18,Male,170,72,105,2,0,Married,2,25088,Inactive,204
28,Female,143,58,103,1,0,Cohabiting,1,55879,Inactive,134
21,Male,188,70,101,3,0,Married,4,24977,Very Active,217
62,Male,172,75,108,2,0,Divorced,0,54905,Very Active,142
51,Female,91,63,98,1,0,Divorced,1,53701,Active,203
75,Female,144,62,97,1,0,Married,2,25068,Very Active,174
60,Female,126,57,101,2,0,Cohabiting,3,54407,Inactive,131
65,Female,118,59,112,2,10,Married,3,55012,Inactive,117
69,Male,158,69,96,0,14,Married,3,24991,Active,113
63,Male,167,69,100,1,0,Married,4,51893,Inactive,98
39,Male,195,73,106,1,0,Divorced,1,54064,Very Active,189
22,Female,126,66,98,1,0,Married,1,25131,Active,316
67,Female,160,67,106,1,0,Married,4,25102,Inactive,106
35,Female,99,69,102,0,0,Single,2,53784,Very Active,363
35,Male,161,74,102,0,0,Single,1,56227,Inactive,144
65,Female,125,67,107,0,0,Cohabiting,2,54812,Inactive,118
29,Female,143,65,100,0,24,Married,2,54744,Active,208
49,Male,168,73,103,1,0,Married,1,54670,Active,146
38,Male,182,80,84,1,22,Divorced,0,53911,Inactive,119
71,Female,120,69,102,0,0,Divorced,1,24832,Active,158
41,Male,152,76,87,1,9,Married,2,56454,Very Active,179
62,Male,164,71,103,3,0,Widowed,2,55787,Inactive,83
75,Female,122,63,102,0,0,Widowed,0,25011,Very Active,186
69,Male,160,78,98,1,0,Cohabiting,3,25221,Inactive,98
34,Female,141,65,111,3,0,Married,1,52461,Very Active,284
30,Male,149,76,99,1,0,Married,4,54955,Inactive,153
53,Female,126,66,108,1,3,Married,1,55913,Inactive,128
21,Female,138,68,102,0,0,Married,1,25100,Active,381
31,Female,153,70,88,0,0,Married,4,55073,Inactive,227
43,Male,135,75,99,1,0,Widowed,2,55324,Active,172
69,Female,124,63,104,0,0,Married,4,25039,Inactive,110
55,Female,107,66,95,2,0,Cohabiting,4,55785,Inactive,131
49,Male,128,71,100,1,0,Divorced,1,54486,Very Active,183
28,Male,165,70,104,0,0,Single,2,55391,Active,213
60,Female,130,66,97,2,0,Single,3,56444,Active,165
39,Female,121,70,107,2,0,Married,1,53656,Very Active,298
18,Male,161,72,103,1,0,Widowed,3,25054,Active,274
23,Female,144,64,98,1,0,Divorced,1,24992,Active,322
32,Female,126,66,107,1,0,Widowed,0,53977,Active,294
34,Male,175,72,101,1,38,Married,3,54955,Inactive,80
31,Male,180,71,107,1,0,Widowed,2,56707,Active,183
48,Male,144,74,108,1,0,Married,4,57452,Active,170
73,Female,113,67,93,2,15,Widowed,1,25082,Active,128
80,Male,177,75,100,2,24,Single,3,25162,Very Active,97
50,Female,123,67,99,0,0,Married,4,54718,Active,202
61,Female,139,63,100,2,0,Married,1,54084,Active,179
24,Female,126,67,98,1,0,Divorced,2,24881,Active,350
35,Female,127,72,93,0,0,Divorced,0,55007,Active,306
23,Female,159,68,89,1,0,Cohabiting,4,24978,Inactive,244
77,Male,163,76,102,0,0,Married,1,24963,Active,124
68,Female,107,63,89,2,0,Single,1,25004,Inactive,88
58,Female,144,64,105,0,0,Married,4,55581,Inactive,145
62,Female,138,68,101,2,37,Married,1,55149,Inactive,81
33,Male,178,70,104,2,0,Single,1,54962,Inactive,135
62,Female,146,62,101,1,0,Married,2,52843,Active,176
52,Male,161,75,101,1,0,Divorced,1,56101,Very Active,171
76,Male,169,74,108,1,0,Married,2,24934,Active,118
18,Male,191,73,115,2,25,Cohabiting,4,24972,Active,144
37,Female,143,65,105,3,0,Widowed,2,55208,Active,210
44,Male,161,72,98,1,0,Widowed,1,53483,Inactive,129
51,Male,192,79,96,0,0,Married,2,55298,Active,151
78,Female,117,62,100,1,0,Married,4,25238,Inactive,79
65,Female,138,63,103,2,0,Single,3,55068,Very Active,193
20,Male,168,69,87,0,34,Widowed,2,25106,Active,140
70,Male,167,72,104,2,40,Married,3,25114,Inactive,71
72,Male,172,72,105,1,0,Divorced,1,24922,Active,121
76,Female,109,68,101,0,0,Divorced,0,25060,Very Active,194
61,Female,134,65,93,3,9,Divorced,3,54812,Inactive,102
58,Female,89,64,101,1,0,Married,3,55966,Inactive,159
41,Female,105,64,102,1,0,Divorced,1,53552,Active,262
22,Female,139,65,97,0,0,Cohabiting,1,24855,Inactive,222
76,Female,110,64,103,2,23,Married,3,24768,Active,131
39,Male,183,74,108,1,0,Married,1,54031,Inactive,120
26,Female,135,70,93,2,0,Married,3,54594,Inactive,243
43,Female,113,62,96,0,0,Married,2,55906,Inactive,157
59,Female,123,65,100,2,0,Single,1,55958,Inactive,120
24,Female,110,67,93,0,17,Divorced,1,25029,Inactive,206
39,Male,192,77,105,0,0,Widowed,3,54577,Inactive,162
79,Female,135,68,95,0,0,Widowed,1,25218,Inactive,121
26,Male,160,71,93,0,0,Cohabiting,4,54591,Very Active,269
19,Male,183,73,103,5,0,Divorced,1,24957,Active,190
27,Female,115,65,102,4,0,Married,2,55026,Active,259
54,Male,169,65,98,1,0,Widowed,1,55963,Active,139
31,Male,170,79,102,1,0,Married,4,55287,Inactive,166
43,Female,135,67,94,1,0,Married,2,54987,Very Active,272
21,Female,120,69,97,2,9,Cohabiting,3,24976,Inactive,232
36,Female,131,67,97,1,0,Married,2,55686,Inactive,205
77,Female,118,67,97,0,0,Married,1,25036,Active,147
20,Male,183,68,102,0,0,Cohabiting,2,24892,Active,251
44,Female,123,65,107,0,0,Cohabiting,1,54952,Inactive,155
68,Female,133,70,99,0,0,Married,3,25025,Inactive,115
78,Male,168,74,100,0,0,Widowed,0,25110,Active,121
63,Male,176,74,88,0,0,Married,4,56270,Inactive,105
32,Male,172,71,106,0,11,Widowed,0,53834,Very Active,194
39,Female,100,57,98,0,0,Widowed,2,53598,Inactive,165
33,Male,183,70,99,0,0,Married,4,54104,Inactive,169
74,Female,156,69,105,0,34,Married,2,25126,Inactive,61
23,Male,179,78,112,0,0,Divorced,0,25046,Inactive,229
76,Female,126,68,95,0,0,Married,4,25091,Active,147
19,Female,132,63,106,0,0,Single,1,25030,Active,330
55,Female,139,66,98,1,0,Cohabiting,1,55773,Inactive,151
77,Female,135,66,95,1,22,Widowed,1,25111,Very Active,147
44,Female,135,66,113,1,0,Single,3,54882,Very Active,266
76,Female,115,65,92,1,0,Married,1,25153,Inactive,124
57,Male,185,69,101,0,29,Married,4,55954,Inactive,79
42,Male,173,71,104,0,0,Cohabiting,1,54068,Inactive,151
26,Male,181,73,99,0,0,Divorced,3,55362,Inactive,180
18,Female,140,65,107,1,0,Married,3,25122,Inactive,231
65,Female,135,60,100,3,0,Single,0,55339,Very Active,185
50,Male,129,70,104,1,12,Widowed,1,56013,Active,130
56,Female,108,64,97,0,0,Cohabiting,4,56741,Inactive,161
57,Female,122,62,103,0,0,Divorced,3,55260,Inactive,101
59,Female,116,67,95,0,0,Married,3,55076,Inactive,104
35,Female,112,63,111,0,36,Single,2,55346,Active,176
63,Female,106,63,100,1,0,Married,4,54785,Inactive,95
47,Female,104,68,104,1,0,Married,4,54350,Inactive,154
66,Female,134,67,99,1,0,Divorced,1,24987,Inactive,135
19,Female,128,65,90,1,0,Cohabiting,4,25011,Very Active,426
57,Female,152,71,100,0,0,Married,1,55493,Inactive,128
53,Male,185,73,102,1,0,Married,4,55257,Inactive,123
29,Female,132,64,103,0,0,Married,1,55486,Inactive,232
39,Female,105,63,102,0,0,Divorced,1,55445,Inactive,208
60,Male,170,74,102,2,34,Married,3,56315,Inactive,81
73,Male,162,67,104,0,33,Married,2,24961,Inactive,76
74,Female,136,68,97,1,14,Married,1,25016,Very Active,163
35,Female,130,72,103,3,0,Married,4,53568,Active,239
37,Female,125,65,101,2,0,Married,3,54170,Inactive,194
41,Male,177,73,108,3,0,Cohabiting,2,54634,Active,157
47,Female,111,63,103,3,0,Married,4,55061,Inactive,165
24,Female,129,67,89,0,0,Cohabiting,4,24991,Inactive,271
34,Female,147,61,102,1,0,Married,1,56652,Inactive,125
74,Male,158,73,97,0,3,Married,4,25043,Very Active,133
48,Female,112,64,104,1,0,Married,1,53787,Inactive,173
20,Male,167,79,100,4,33,Married,4,25152,Inactive,114
25,Female,154,66,97,1,0,Cohabiting,2,53820,Very Active,347
53,Male,157,73,97,1,0,Married,1,54306,Very Active,167
57,Female,103,65,97,2,0,Married,2,57278,Active,205
33,Male,150,68,110,0,0,Cohabiting,2,56453,Very Active,233
51,Female,132,68,102,0,0,Married,3,54441,Inactive,141
49,Female,147,63,96,0,0,Married,4,53919,Very Active,240
59,Male,170,75,98,2,19,Cohabiting,4,55846,Inactive,93
56,Female,115,72,92,0,0,Divorced,2,57571,Inactive,112
44,Female,120,64,94,0,0,Single,3,53831,Inactive,124
51,Female,129,65,105,0,0,Married,2,56145,Active,193
72,Female,134,65,100,2,0,Married,1,24888,Active,163
53,Male,142,71,92,1,39,Single,2,53554,Inactive,69
27,Female,125,64,107,1,0,Married,2,56630,Active,278
22,Female,120,65,101,1,0,Married,4,24897,Inactive,227
37,Male,156,69,102,1,0,Married,2,54693,Inactive,141
36,Male,160,70,98,4,0,Single,1,54555,Very Active,173
53,Female,133,61,99,1,0,Married,3,55783,Active,200
78,Male,168,73,88,2,0,Married,1,24931,Inactive,74
47,Female,123,66,96,0,0,Married,4,55729,Very Active,269
34,Female,114,69,103,1,16,Married,4,55729,Active,203
35,Female,138,66,100,0,3,Married,1,56344,Inactive,199
54,Male,167,66,115,0,0,Widowed,1,55189,Active,136
73,Male,173,74,101,1,0,Divorced,0,24943,Very Active,131
55,Female,165,62,104,3,0,Married,1,54935,Inactive,132
68,Female,124,69,107,1,0,Single,0,24807,Inactive,91
51,Male,166,68,98,3,0,Single,2,55620,Inactive,102
78,Female,151,66,101,3,25,Married,2,25036,Very Active,135
65,Male,161,73,98,1,0,Married,3,55747,Active,122
62,Female,108,67,94,2,0,Single,0,53091,Inactive,121
30,Male,180,66,103,1,0,Married,3,56262,Very Active,206
66,Female,124,66,103,0,0,Cohabiting,4,25055,Inactive,140
79,Male,194,68,100,0,0,Widowed,0,25053,Inactive,74
21,Male,181,71,105,1,0,Cohabiting,4,25051,Very Active,259
45,Male,161,73,99,0,0,Single,3,55026,Very Active,196
26,Male,185,71,99,4,0,Single,1,55751,Active,162
49,Male,171,75,105,0,0,Married,4,56274,Active,156
53,Female,111,68,107,1,3,Widowed,2,52803,Active,214
77,Male,161,72,97,0,0,Cohabiting,2,24937,Very Active,132
30,Female,117,68,90,1,0,Single,1,56079,Very Active,362
37,Female,106,66,100,3,0,Married,4,57515,Inactive,200
41,Female,136,63,102,0,5,Married,1,52441,Inactive,114
22,Female,102,65,110,1,0,Divorced,0,25047,Inactive,195
40,Female,112,65,102,3,35,Married,3,53537,Inactive,120
22,Female,137,66,99,0,0,Widowed,1,25000,Inactive,181
65,Female,130,72,103,0,0,Single,2,57168,Inactive,121
39,Male,182,71,103,0,35,Married,2,55806,Inactive,101
62,Male,193,74,100,0,0,Married,1,56216,Inactive,115
32,Female,141,63,99,0,0,Cohabiting,4,54360,Inactive,140
50,Male,163,69,102,2,0,Widowed,0,56931,Inactive,122
30,Male,132,70,97,1,0,Divorced,2,54581,Inactive,189
53,Female,123,71,94,1,0,Widowed,1,55265,Active,222
18,Male,178,64,108,2,0,Single,2,25040,Active,195
72,Female,108,63,104,1,0,Single,2,24992,Very Active,193
28,Female,134,67,109,0,0,Married,3,56638,Active,327
28,Female,116,69,105,2,2,Widowed,2,55681,Very Active,352
64,Male,184,73,107,0,29,Married,1,54990,Inactive,68
61,Female,119,70,109,1,0,Single,2,53990,Active,200
50,Male,165,69,96,2,0,Divorced,0,54870,Active,134
23,Female,132,68,107,0,0,Married,1,24952,Active,325
77,Female,106,69,96,0,0,Married,4,24978,Very Active,194
36,Female,120,66,96,0,0,Married,3,55332,Active,289
49,Male,171,74,102,1,0,Widowed,3,55980,Inactive,107
34,Male,147,74,100,0,0,Married,2,53340,Inactive,170
71,Female,155,61,99,2,0,Single,2,25075,Active,153
57,Male,153,70,111,2,27,Divorced,2,56343,Very Active,114
72,Female,95,66,111,1,0,Cohabiting,1,25118,Active,179
73,Male,178,73,92,1,0,Single,0,24896,Inactive,100
42,Male,180,73,100,0,0,Cohabiting,2,54365,Inactive,137
76,Female,135,60,109,0,29,Cohabiting,2,25143,Inactive,91
33,Male,141,69,99,1,0,Divorced,3,56636,Inactive,156
20,Male,178,68,95,1,0,Cohabiting,3,25000,Very Active,255
25,Female,125,61,100,0,0,Widowed,3,57823,Active,329
45,Male,193,73,105,1,0,Divorced,3,54062,Inactive,134
54,Female,141,68,93,0,0,Married,4,54870,Active,186
56,Female,128,64,101,1,0,Divorced,1,55843,Active,200
34,Female,110,63,103,0,29,Widowed,1,55381,Active,170
56,Female,137,62,97,2,8,Single,2,54021,Active,150
71,Female,126,65,104,2,0,Divorced,0,25060,Inactive,104
71,Female,109,67,108,0,0,Widowed,3,24790,Active,182
59,Male,199,69,95,1,0,Widowed,0,54091,Inactive,87
39,Female,132,65,99,0,0,Divorced,3,55542,Inactive,197
18,Male,152,71,107,0,0,Divorced,3,25062,Active,281
52,Female,118,70,97,1,0,Single,2,54385,Inactive,169
54,Female,124,65,104,1,8,Divorced,1,54905,Active,189
31,Male,163,67,118,0,0,Married,3,54666,Inactive,177
26,Male,171,73,107,1,32,Cohabiting,2,53590,Active,142
44,Male,173,72,113,2,0,Single,0,55340,Inactive,133
29,Female,119,68,99,1,0,Widowed,3,54477,Inactive,204
27,Male,157,74,97,0,0,Married,1,54452,Inactive,170
21,Female,122,61,105,0,10,Single,0,25032,Very Active,333
49,Male,199,73,96,1,39,Married,3,55930,Active,93
50,Female,141,70,92,1,20,Widowed,0,56564,Inactive,87
79,Female,101,68,88,0,0,Cohabiting,4,25011,Inactive,85
21,Female,158,65,103,0,24,Single,3,24773,Active,196
18,Female,147,64,101,1,0,Cohabiting,3,25036,Inactive,221
69,Male,155,72,118,0,0,Married,3,24856,Inactive,111
24,Female,119,67,104,1,0,Married,1,24911,Very Active,403
60,Female,116,64,91,0,0,Married,1,55808,Active,175
20,Female,103,65,104,1,0,Married,4,24900,Inactive,255
59,Male,200,73,106,3,0,Cohabiting,1,55614,Very Active,133
66,Female,119,61,100,0,0,Married,1,25022,Active,158
36,Female,115,75,108,0,0,Cohabiting,2,54260,Inactive,199
43,Male,151,73,98,0,0,Married,2,54483,Active,175
37,Male,179,72,98,0,0,Widowed,3,54091,Active,196
39,Female,135,59,102,0,38,Divorced,2,54767,Inactive,96
41,Female,114,62,96,0,0,Married,2,52403,Very Active,291
19,Female,137,66,102,0,0,Married,2,24855,Inactive,243
36,Female,127,72,88,0,0,Married,4,54492,Very Active,338
41,Female,120,64,88,2,0,Single,3,52763,Inactive,183
20,Female,113,63,97,0,0,Divorced,0,25125,Active,400
36,Male,163,71,100,0,0,Married,1,53385,Inactive,170
30,Male,199,75,96,1,0,Cohabiting,3,55168,Very Active,221
24,Male,150,71,103,1,0,Married,2,24926,Active,245
65,Male,172,69,105,0,0,Widowed,3,53846,Inactive,88
39,Male,163,72,111,1,35,Married,2,54766,Inactive,90
19,Male,177,75,105,0,0,Single,1,24947,Inactive,195
70,Male,164,74,108,1,0,Married,2,24960,Active,126
60,Female,155,71,107,0,0,Single,2,53390,Active,196
68,Male,185,73,99,0,0,Married,4,24935,Inactive,108
36,Female,131,65,92,0,0,Single,3,54635,Inactive,173
68,Female,123,69,100,0,0,Cohabiting,3,24987,Inactive,139
62,Female,130,64,97,0,32,Married,4,53232,Inactive,103
74,Female,155,66,102,1,0,Cohabiting,1,25044,Very Active,178
77,Female,117,64,99,1,0,Cohabiting,2,24915,Very Active,182
26,Male,152,70,100,1,0,Cohabiting,3,57713,Inactive,154
28,Male,185,74,90,0,7,Married,1,54556,Inactive,136
65,Male,178,71,93,1,0,Divorced,3,53685,Active,117
54,Female,131,63,96,2,0,Single,2,55064,Very Active,222
69,Female,134,63,91,0,0,Divorced,2,25122,Inactive,108
37,Male,163,74,100,2,0,Cohabiting,1,55838,Inactive,137
73,Female,110,71,98,1,0,Widowed,3,25032,Very Active,199
31,Female,109,70,102,0,0,Married,1,52932,Inactive,214
78,Female,91,62,90,2,0,Married,1,24986,Active,162
48,Male,194,67,97,0,0,Single,2,53657,Active,140
52,Female,133,63,103,2,30,Married,4,56893,Very Active,164
70,Female,126,63,102,1,0,Divorced,2,25227,Inactive,106
21,Female,119,64,100,2,0,Single,0,25004,Active,308
80,Female,126,68,104,2,0,Married,4,25023,Active,136
59,Female,148,67,100,1,37,Married,2,53549,Active,132
76,Male,153,69,108,1,0,Married,4,24953,Active,107
25,Female,117,66,99,2,0,Widowed,2,56032,Inactive,167
58,Female,126,69,99,0,0,Married,2,53898,Active,209
23,Male,196,69,105,1,0,Widowed,2,25034,Very Active,232
24,Female,149,70,99,1,0,Widowed,2,24857,Inactive,211
39,Male,166,71,102,2,0,Divorced,0,54745,Active,171
53,Female,121,64,96,1,0,Married,2,55848,Inactive,158
22,Female,120,64,99,0,0,Married,3,24944,Active,329
51,Male,181,73,101,1,0,Married,4,53667,Active,139
25,Male,162,69,94,0,0,Single,1,55736,Inactive,164
71,Male,150,66,105,1,0,Divorced,1,24935,Active,111
72,Female,97,67,105,0,0,Single,0,25001,Inactive,92
48,Female,142,68,103,0,28,Single,2,56172,Inactive,82
77,Female,130,65,108,1,0,Married,3,25071,Inactive,99
65,Female,99,72,84,1,0,Divorced,0,53359,Inactive,99
50,Female,130,66,107,3,0,Cohabiting,2,52794,Inactive,156
22,Female,122,61,101,1,0,Married,4,25080,Active,298
55,Male,173,73,96,2,0,Married,1,55057,Inactive,105
37,Female,115,64,101,0,0,Widowed,0,53857,Active,282
69,Female,132,63,98,0,0,Married,4,24968,Inactive,130
46,Female,125,64,97,1,0,Married,1,54852,Active,230
35,Female,134,71,110,1,0,Single,2,52804,Inactive,144
73,Female,117,69,104,2,0,Divorced,1,24866,Active,148
78,Female,152,68,93,1,0,Single,1,25001,Very Active,175
62,Male,175,74,105,3,0,Married,2,53787,Very Active,135
53,Female,140,62,103,1,0,Married,3,57340,Inactive,149
66,Male,190,73,105,1,0,Cohabiting,1,25003,Active,116
69,Female,142,65,95,1,0,Married,1,24987,Active,169
71,Female,117,71,102,0,17,Widowed,0,25058,Active,153
60,Male,169,72,103,2,0,Married,2,55795,Active,121
38,Female,124,63,97,1,0,Married,4,54520,Active,258
